proposal_id,building_uuid,label,heuristic_label,cluster
05cecad4-119e-4dd2-beaf-d4af36973644::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-1,05cecad4-119e-4dd2-beaf-d4af36973644,rejected,accepted,6
05cecad4-119e-4dd2-beaf-d4af36973644::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-2,05cecad4-119e-4dd2-beaf-d4af36973644,rejected,accepted,6
05cecad4-119e-4dd2-beaf-d4af36973644::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-4,05cecad4-119e-4dd2-beaf-d4af36973644,rejected,accepted,19
05cecad4-119e-4dd2-beaf-d4af36973644::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-0,05cecad4-119e-4dd2-beaf-d4af36973644,rejected,accepted,6
019e1376-9762-42d6-8520-b664b8c752df::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-8,019e1376-9762-42d6-8520-b664b8c752df,rejected,accepted,19
019e1376-9762-42d6-8520-b664b8c752df::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-5,019e1376-9762-42d6-8520-b664b8c752df,rejected,accepted,19
019e1376-9762-42d6-8520-b664b8c752df::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-2,019e1376-9762-42d6-8520-b664b8c752df,rejected,accepted,6
019e1376-9762-42d6-8520-b664b8c752df::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-1,019e1376-9762-42d6-8520-b664b8c752df,rejected,accepted,6
019e1376-9762-42d6-8520-b664b8c752df::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-4,019e1376-9762-42d6-8520-b664b8c752df,rejected,accepted,6
019e1376-9762-42d6-8520-b664b8c752df::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-14,019e1376-9762-42d6-8520-b664b8c752df,accepted,accepted,6
0b75d30e-c50c-4fc6-88ff-fce983078aa4::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-0,0b75d30e-c50c-4fc6-88ff-fce983078aa4,rejected,accepted,2
0b75d30e-c50c-4fc6-88ff-fce983078aa4::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-7,0b75d30e-c50c-4fc6-88ff-fce983078aa4,accepted,accepted,2
0b75d30e-c50c-4fc6-88ff-fce983078aa4::v3-merged-roof-segment::segment-1:room-0:piece-0:seg-0,0b75d30e-c50c-4fc6-88ff-fce983078aa4,rejected,accepted,2
0b75d30e-c50c-4fc6-88ff-fce983078aa4::v3-merged-roof-segment::segment-1:room-0:piece-0:seg-7,0b75d30e-c50c-4fc6-88ff-fce983078aa4,accepted,accepted,2
0b75d30e-c50c-4fc6-88ff-fce983078aa4::v3-merged-roof-segment::segment-5:room-0:piece-0:seg-0,0b75d30e-c50c-4fc6-88ff-fce983078aa4,rejected,rejected,2
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-15:room-0:piece-0:seg-101,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-15:room-0:piece-0:seg-96,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-15:room-0:piece-0:seg-100,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-15:room-0:piece-0:seg-98,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-10:room-0:piece-0:seg-101,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,8
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-10:room-0:piece-0:seg-100,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,8
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-10:room-0:piece-0:seg-98,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,8
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-10:room-0:piece-0:seg-106,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,8
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-133,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-134,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-10:room-0:piece-0:seg-96,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,8
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-143,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-144,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-76,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-78,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-80,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-85,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-96,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-99,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-102,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-118,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-121,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-123,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-1,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-2,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-4,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-7,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-9,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-19,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-21,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-28,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-39,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-45,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-61,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-0:room-0:piece-0:seg-61,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-76,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-77,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-15:room-0:piece-0:seg-77,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-15:room-0:piece-0:seg-79,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-15:room-0:piece-0:seg-80,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-15:room-0:piece-0:seg-81,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-15:room-0:piece-0:seg-82,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-15:room-0:piece-0:seg-86,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-15:room-0:piece-0:seg-87,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-15:room-0:piece-0:seg-91,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-15:room-0:piece-0:seg-103,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-15:room-0:piece-0:seg-107,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-153,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-156,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-96,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-99,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-102,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-115,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-118,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-137,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-159,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-160,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-96,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-99,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-102,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-116,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-123,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-76,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,8
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-77,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-78,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-85,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-118,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-121,0d3f2993-8386-4130-8f1c-b2938c410828,accepted,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-10:room-0:piece-0:seg-1,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,8
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-10:room-0:piece-0:seg-7,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,8
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-10:room-0:piece-0:seg-20,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,8
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-10:room-0:piece-0:seg-23,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,8
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-10:room-0:piece-0:seg-26,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,8
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-10:room-0:piece-0:seg-28,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,8
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-172,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-174,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-176,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-177,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-179,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-182,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-183,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-184,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-2:room-0:piece-0:seg-186,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-0,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-1,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,8
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-3,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-4,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-5,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,8
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-6,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,8
0d3f2993-8386-4130-8f1c-b2938c410828::v3-merged-roof-segment::segment-11:room-0:piece-0:seg-8,0d3f2993-8386-4130-8f1c-b2938c410828,rejected,accepted,1
